BuildingType	PrimaryPropertyType	Agebuilding	NumberofBuildings	NumberofFloors	PropertyGFAParking	LargestPropertyUseType	LargestPropertyUseTypeGFA	SecondLargestPropertyUseType	SecondLargestPropertyUseTypeGFA	ThirdLargestPropertyUseTypeGFA	ENERGYSTARScore	SiteEnergyUse(kBtu)	GHGEmissions(MetricTonsCO2e)	Latitude	Longitude
NonResidential	Warehouse	60	1.0	1.0	0	Non-Refrigerated Warehouse	98480.0	Non-Refrigerated Warehouse	0.0	0.0	65.0	2831565.5	39.5	47.56558	-122.32889
NonResidential	Mixed Use Property	112	1.0	2.0	0	Retail Store	31602.0	Parking	27427.0	18130.0	75.0	3441643.25	64.0	47.66113	-122.33572
NonResidential	Mixed Use Property	8	1.0	3.0	51218	Office	66737.0	Parking	58218.0	30230.0	31.6	22530168.0	640.71	47.63465	-122.32592
NonResidential	Other	96	1.0	3.0	63782	Other	106003.0	Parking	63782.0	0.0	13.2	19155416.0	406.02	47.63108	-122.32746
NonResidential	Large Office	45	1.0	11.0	0	Office	107594.0	Restaurant	15600.0	12000.0	58.0	13898181.0	365.79	47.63	-122.3396
NonResidential	Small- and Mid-Sized Office	46	1.0	7.0	0	Office	93905.0	Parking	31348.0	0.0	70.0	5662234.0	39.47	47.63376	-122.33968
NonResidential	Warehouse	42	1.0	1.0	0	Non-Refrigerated Warehouse	93020.0	Non-Refrigerated Warehouse	0.0	0.0	60.0	1252323.875	8.73	47.55515	-122.3275
NonResidential	Other	70	1.0	1.0	0	Other	20310.0	Office	2689.600098	0.0	71.6	711118.375	25.74	47.6153	-122.35014
NonResidential	Supermarket/Grocery Store	14	1.0	1.0	0	Supermarket/Grocery Store	54434.0	Parking	0.0	0.0	32.0	13133225.0	306.5	47.52095	-122.26825
NonResidential	Large Office	103	5.0	7.0	0	Office	193154.0	Office	0.0	0.0	100.0	11195917.0	29.43	47.59878	-122.33458
NonResidential	Small- and Mid-Sized Office	112	1.0	5.0	0	Office	78564.0	Office	0.0	0.0	88.0	2830674.75	19.73	47.59895	-122.33379
NonResidential	Small- and Mid-Sized Office	110	1.0	7.0	0	Office	65088.0	Retail Store	23857.0	0.0	64.0	6606832.5	134.69	47.59855	-122.33327
NonResidential	Small- and Mid-Sized Office	109	1.0	6.0	0	Office	63871.0	Office	0.0	0.0	82.0	2853189.5	19.89	47.59856	-122.33379
NonResidential	Small- and Mid-Sized Office	116	1.0	4.0	0	Office	34647.0	Retail Store	26039.0	0.0	87.0	2178074.5	76.8	47.59979	-122.3338
NonResidential	Small- and Mid-Sized Office	116	1.0	4.0	0	Office	41609.0	Enclosed Mall	28734.0	0.0	61.8	2094724.625	26.04	47.60035	-122.33379
NonResidential	Small- and Mid-Sized Office	116	1.0	6.0	13320	Office	45799.0	Retail Store	9739.0	4689.0	21.8	3570161.75	24.89	47.60146	-122.33248
NonResidential	Large Office	116	1.0	4.0	0	Office	123607.0	Retail Store	20795.0	0.0	79.0	7655751.0	130.31	47.59962	-122.33247
NonResidential	Large Office	109	1.0	7.0	0	Office	160580.0	Office	0.0	0.0	98.0	4336187.5	99.59	47.59858	-122.33198
NonResidential	Small- and Mid-Sized Office	107	1.0	6.0	0	Office	47145.0	Non-Refrigerated Warehouse	9477.0	9477.0	83.0	3212269.0	22.39	47.60159	-122.32915
Nonresidential COS	Other	110	1.0	3.0	0	Other	33647.0	Office	19705.0	11988.0	69.8	1904480.0	13.28	47.59871	-122.3299
NonResidential	Mixed Use Property	106	1.0	3.0	0	Office	26250.0	Distribution Center	18050.0	12400.0	37.0	2371575.0	31.58	47.59334	-122.32905
NonResidential	Warehouse	94	1.0	1.0	0	Non-Refrigerated Warehouse	58472.0	Retail Store	23282.0	0.0	83.0	2153603.5	65.56	47.59366	-122.32666
NonResidential	Other	63	1.0	2.0	0	Other	50500.0	Distribution Center	18000.0	7604.0	37.0	3978277.0	132.6	47.57941	-122.33131
NonResidential	Distribution Center	54	1.0	2.0	0	Distribution Center	85343.0	Office	13435.0	0.0	56.0	3155496.0	74.18	47.57658	-122.33054
NonResidential	Other	75	2.0	2.0	0	Manufacturing/Industrial Plant	142901.0	Manufacturing/Industrial Plant	0.0	0.0	81.8	2244317.0	15.65	47.58444	-122.33282
NonResidential	Large Office	116	1.0	4.0	25800	Office	104869.0	Office	0.0	0.0	80.0	4374646.0	30.5	47.58361	-122.33369
NonResidential	Warehouse	62	1.0	1.0	0	Non-Refrigerated Warehouse	78814.0	Non-Refrigerated Warehouse	0.0	0.0	69.0	861972.875	16.48	47.58781	-122.33264
NonResidential	Small- and Mid-Sized Office	112	1.0	4.0	0	Office	39870.0	Non-Refrigerated Warehouse	11600.0	7000.0	34.4	1776411.75	41.18	47.59486	-122.33368
NonResidential	Distribution Center	106	1.0	6.0	10800	Distribution Center	51040.0	Office	10500.0	6000.0	15.0	2688675.75	18.74	47.59403	-122.33367
NonResidential	Distribution Center	109	1.0	4.0	0	Distribution Center	39884.0	Non-Refrigerated Warehouse	9270.0	4116.0	80.8	1056782.125	7.37	47.59363	-122.33371
NonResidential	Small- and Mid-Sized Office	112	1.0	4.0	0	Office	43122.0	Retail Store	10514.0	0.0	31.0	5608600.5	138.35	47.59701	-122.33378
NonResidential	Small- and Mid-Sized Office	107	1.0	6.0	10800	Office	65508.0	Parking	10918.0	0.0	81.0	2891605.0	20.18	47.59639	-122.33368
NonResidential	Large Office	112	1.0	7.0	0	Office	183916.0	Data Center	406.0	0.0	81.0	9722890.0	67.78	47.59806	-122.33475
NonResidential	Large Office	7	1.0	7.0	0	Office	273812.0	Retail Store	12102.0	0.0	43.0	25567108.0	182.14	47.59767	-122.33467
NonResidential	Small- and Mid-Sized Office	102	1.0	2.0	0	Office	63000.0	Office	0.0	0.0	53.0	5968153.5	180.76	47.59202	-122.33486
NonResidential	Mixed Use Property	7	1.0	6.0	111774	Parking	111774.0	Office	108747.0	49271.0	47.0	63835192.0	445.62	47.58924	-122.33566
NonResidential	Warehouse	90	1.0	7.0	0	Non-Refrigerated Warehouse	144050.0	Non-Refrigerated Warehouse	0.0	0.0	26.0	3929371.0	98.43	47.58365	-122.33467
NonResidential	Small- and Mid-Sized Office	86	1.0	3.0	0	Office	60384.0	Office	0.0	0.0	16.0	5049446.5	47.25	47.58252	-122.33465
NonResidential	Large Office	104	0.0	6.0	0	Office	1000730.0	Retail Store	281296.0	220303.0	79.0	74130576.0	810.7	47.58181	-122.33534
NonResidential	Retail Store	23	1.0	1.0	0	Retail Store	107704.0	Retail Store	0.0	0.0	57.0	7221482.5	100.42	47.57842	-122.33558
NonResidential	Warehouse	90	1.0	1.0	0	Non-Refrigerated Warehouse	99084.0	Non-Refrigerated Warehouse	0.0	0.0	83.0	1618110.375	49.25	47.57096	-122.3355
NonResidential	Distribution Center	63	1.0	1.0	0	Distribution Center	72719.0	Distribution Center	0.0	0.0	28.0	2581741.75	42.74	47.56676	-122.35247
NonResidential	Small- and Mid-Sized Office	86	0.0	4.0	0	Office	76624.0	Office	0.0	0.0	91.0	2773647.5	33.41	47.59534849	-122.327269
NonResidential	Small- and Mid-Sized Office	15	1.0	6.0	36583	Office	53281.0	Parking	34701.0	3724.0	2.0	8570571.0	59.75	47.66158	-122.31625
NonResidential	Medical Office	8	1.0	5.0	39902	Medical Office	89131.0	Parking	37652.0	5615.0	6.0	19248732.0	477.85	47.62395	-122.33392
NonResidential	Large Office	25	1.0	5.0	16221	Office	119083.0	Parking	16221.0	0.0	41.0	8381834.5	58.43	47.56787	-122.36419
NonResidential	Retail Store	43	1.0	1.0	0	Retail Store	56576.0	Retail Store	0.0	0.0	66.0	2409429.0	67.29	47.56664	-122.32346
NonResidential	Medical Office	12	1.0	0.0	0	Medical Office	200184.0	Medical Office	0.0	0.0	53.0	20560622.0	692.12	47.60979	-122.32298
NonResidential	Mixed Use Property	10	0.0	0.0	0	Parking	385196.0	Multifamily Housing	340236.0	67627.0	31.0	39403320.0	734.72	47.61783	-122.33729
NonResidential	Large Office	16	1.0	11.0	0	Office	303312.0	Data Center	4738.0	4462.0	50.4	25747022.0	185.39	47.59794	-122.32767
NonResidential	Large Office	11	1.0	42.0	0	Office	914832.0	Parking	348788.0	303910.0	97.0	56498868.0	481.06	47.6074	-122.33777
NonResidential	Small- and Mid-Sized Office	90	1.0	6.0	0	Office	51881.0	Data Center	11999.0	9713.0	51.0	2478025.25	17.28	47.61077	-122.3361
NonResidential	Medical Office	31	1.0	10.0	206580	Medical Office	197408.0	Medical Office	0.0	0.0	46.0	17254810.0	190.1	47.61002	-122.32222
NonResidential	Medical Office	29	1.0	7.0	0	Medical Office	113739.0	Medical Office	0.0	0.0	68.0	5792926.0	40.38	47.60649	-122.31121
NonResidential	Retail Store	11	0.0	1.0	0	Retail Store	109758.0	Retail Store	0.0	0.0	79.0	5417598.0	94.74	47.53655	-122.36377
NonResidential	Medical Office	8	1.0	9.0	101342	Medical Office	201365.0	Parking	86270.0	0.0	58.0	14751117.0	130.32	47.60707	-122.3288
NonResidential	Medical Office	43	1.0	19.0	156407	Medical Office	170727.0	Parking	69171.0	0.0	50.0	15067340.0	357.39	47.60883	-122.32494
NonResidential	Large Office	116	1.0	6.0	0	Office	114919.0	Retail Store	28643.0	0.0	94.0	8138616.5	282.46	47.60353	-122.33558
NonResidential	Small- and Mid-Sized Office	116	1.0	6.0	0	Office	46000.0	Retail Store	10500.0	0.0	55.0	3065954.5	21.37	47.60197	-122.33437
NonResidential	Small- and Mid-Sized Office	91	1.0	4.0	0	Office	72000.0	Office	0.0	0.0	89.0	2729167.75	23.48	47.59554	-122.32471
NonResidential	Large Office	16	1.0	4.0	94892	Office	103000.0	Parking	80000.0	0.0	93.0	5101504.5	35.56	47.63347	-122.34078
NonResidential	Other	15	1.0	3.0	11527	Other-Recreation	50000.0	Parking	11527.0	0.0	52.2	9029489.0	310.19	47.56797	-122.36711
NonResidential	Other	22	3.0	1.0	0	Strip Mall	107427.0	Parking	0.0	0.0	60.0	20725996.0	530.62	47.56961	-122.28881
NonResidential	Large Office	8	1.0	14.0	0	Office	232443.0	Parking	97874.0	3534.0	86.0	15725581.0	116.95	47.61567	-122.33503
NonResidential	Other	22	3.0	2.0	0	Lifestyle Center	81385.0	Lifestyle Center	0.0	0.0	49.6	13085297.0	270.17	47.62476	-122.35521
NonResidential	Large Office	15	1.0	23.0	0	Office	366554.0	Parking	122821.0	0.0	90.0	16020642.0	111.69	47.6115	-122.33278
NonResidential	Other	33	1.0	6.0	197130	Parking	197040.0	Office	78852.0	0.0	88.4	5233553.5	36.49	47.61234	-122.34897
NonResidential	Small- and Mid-Sized Office	34	1.0	5.0	0	Office	98668.0	Office	0.0	0.0	91.0	4391348.0	30.61	47.62497	-122.35965
NonResidential	Large Office	9	1.0	1.0	28381	Office	80157.0	Multifamily Housing	34302.0	26937.0	12.0	8751704.0	98.54	47.57639	-122.32072
NonResidential	Large Office	38	1.0	1.0	0	Office	105100.0	Office	0.0	0.0	1.0	22078064.0	357.86	47.65692	-122.37059
NonResidential	Supermarket/Grocery Store	8	1.0	1.0	0	Supermarket/Grocery Store	39500.0	Retail Store	15000.0	5500.0	31.0	12525174.0	0.0	47.63718	-122.37734
NonResidential	Retail Store	38	1.0	1.0	0	Retail Store	50660.0	Retail Store	0.0	0.0	51.0	2661488.0	60.7	47.63284	-122.37712
NonResidential	Small- and Mid-Sized Office	79	1.0	2.0	0	Office	39879.0	Office	0.0	0.0	59.0	2203026.5	55.73	47.63156	-122.37551
NonResidential	Large Office	16	1.0	4.0	55000	Office	104667.0	Parking	55000.0	5444.0	1.0	25478086.0	177.62	47.62302	-122.36476
NonResidential	Large Office	16	1.0	4.0	42500	Office	82273.0	Parking	42500.0	4778.0	1.0	27137190.0	189.18	47.62235	-122.36378
NonResidential	Small- and Mid-Sized Office	91	1.0	3.0	0	Office	20565.0	Office	0.0	0.0	65.0	802312.5	5.59	47.61588	-122.34965
NonResidential	Large Office	16	1.0	5.0	55971	Office	106449.0	Parking	50258.0	0.0	63.0	7857972.5	54.78	47.62175	-122.36313
NonResidential	Large Office	8	1.0	5.0	46763	Office	133451.0	Parking	46763.0	3750.0	56.0	14856199.0	103.57	47.62101	-122.36188
NonResidential	Large Office	30	1.0	5.0	78848	Office	109978.0	Parking	78848.0	0.0	95.0	5514308.5	116.74	47.61891	-122.35958
NonResidential	Large Office	30	1.0	7.0	80283	Office	178625.0	Parking	87624.0	14653.0	63.0	12729858.0	88.74	47.61813	-122.35833
NonResidential	Large Office	23	1.0	3.0	0	Office	171783.0	Non-Refrigerated Warehouse	9581.0	4413.0	77.0	10053489.0	70.09	47.614	-122.35375
NonResidential	Large Office	16	1.0	5.0	117867	Office	126218.0	Data Center	12717.0	0.0	99.0	17186624.0	119.81	47.61287	-122.35022
NonResidential	Warehouse	104	1.0	5.0	0	Non-Refrigerated Warehouse	95330.0	Non-Refrigerated Warehouse	0.0	0.0	81.0	1262235.25	8.8	47.60703	-122.34038
NonResidential	Large Office	98	1.0	6.0	14690	Office	64055.0	Adult Education	14621.0	12359.0	49.4	4515180.5	50.17	47.60604	-122.33948
NonResidential	Large Office	111	1.0	6.0	0	Office	110370.0	Retail Store	19801.0	634.0	70.0	6797647.0	47.39	47.6047	-122.33739
NonResidential	Large Office	106	1.0	6.0	0	Office	80400.0	Retail Store	16080.0	0.0	86.0	4946798.5	97.82	47.60247	-122.33621
NonResidential	Retail Store	106	1.0	6.0	0	Other	67670.0	Retail Store	13534.0	0.0	89.0	3241917.0	69.02	47.60223	-122.33602
Nonresidential COS	Warehouse	31	1.0	2.0	0	Non-Refrigerated Warehouse	101633.0	Office	48544.0	10270.0	51.0	8384523.0	119.46	47.5829	-122.32417
NonResidential	Large Office	65	1.0	2.0	0	Office	110746.0	Parking	57500.0	0.0	66.0	10287986.0	157.48	47.58716	-122.32214
NonResidential	Distribution Center	56	1.0	1.0	0	Distribution Center	99551.0	Office	11061.0	0.0	95.0	1015060.188	7.08	47.58685	-122.32501
NonResidential	Warehouse	65	1.0	4.0	0	Non-Refrigerated Warehouse	119593.0	Office	30288.0	0.0	97.0	2417401.25	95.86	47.58553	-122.32511
NonResidential	Warehouse	65	1.0	3.0	0	Non-Refrigerated Warehouse	129420.0	Non-Refrigerated Warehouse	0.0	0.0	12.0	6468090.0	75.29	47.58042	-122.32552
NonResidential	Distribution Center	46	1.0	1.0	0	Distribution Center	44300.0	Office	24838.0	12349.0	55.0	2848317.25	19.86	47.58096	-122.32313
NonResidential	Distribution Center	55	1.0	1.0	0	Distribution Center	73335.0	Parking	0.0	0.0	80.4	5197118.0	155.74	47.57055	-122.3267
NonResidential	Distribution Center	88	1.0	2.0	0	Distribution Center	48400.0	Office	4276.0	4200.0	53.2	1791715.625	48.5	47.5794	-122.32848
NonResidential	Warehouse	85	1.0	2.0	0	Non-Refrigerated Warehouse	61200.0	Non-Refrigerated Warehouse	0.0	0.0	16.0	4912143.0	178.62	47.58241	-122.32866
NonResidential	Distribution Center	29	1.0	1.0	0	Distribution Center	109090.0	Distribution Center	0.0	0.0	87.0	1555420.25	34.14	47.58772	-122.32686
NonResidential	Other	30	3.0	2.0	0	Other-Public Services	65700.0	Parking	0.0	0.0	56.2	6858533.5	168.5	47.5908	-122.32828
NonResidential	Mixed Use Property	86	3.0	2.0	18860	Non-Refrigerated Warehouse	58605.0	Multifamily Housing	24338.0	18864.0	65.0	3639670.25	25.37	47.59439	-122.32839
NonResidential	Supermarket/Grocery Store	46	1.0	1.0	35545	Supermarket/Grocery Store	168735.0	Parking	0.0	0.0	91.0	16865978.0	293.56	47.69197	-122.35877
NonResidential	Small- and Mid-Sized Office	15	1.0	4.0	21055	Office	70074.0	Office	0.0	0.0	5.0	4817062.0	33.58	47.6633	-122.37549
NonResidential	Warehouse	42	0.0	3.0	0	Non-Refrigerated Warehouse	31582.0	Retail Store	20962.0	3715.0	60.2	2346571.5	86.9	47.6592	-122.38437
NonResidential	Other	10	1.0	6.0	0	Other	119570.0	Parking	23869.0	0.0	24.2	25631512.0	710.7	47.65529	-122.32133
NonResidential	Large Office	8	1.0	4.0	88855	Office	105206.0	Parking	31992.0	6374.0	73.0	8873485.0	61.86	47.64912	-122.34823
NonResidential	Small- and Mid-Sized Office	16	1.0	2.0	25800	Office	77174.0	Office	0.0	0.0	33.0	5481549.0	38.21	47.64932	-122.35187
NonResidential	Large Office	18	1.0	5.0	0	Office	98781.0	Other	8634.0	0.0	57.0	6859198.0	47.82	47.62817	-122.34212
NonResidential	Mixed Use Property	8	1.0	5.0	103650	Parking	97500.0	Office	88051.0	54106.0	58.8	21042926.0	314.43	47.6289	-122.32877
NonResidential	Laboratory	17	1.0	4.0	18382	Laboratory	97365.0	Laboratory	0.0	0.0	49.8	36436388.0	1154.79	47.63079	-122.32693
NonResidential	Large Office	16	1.0	7.0	84689	Office	163082.0	Parking	83425.0	0.0	88.0	8655604.0	68.06	47.62225	-122.35915
NonResidential	Large Office	42	1.0	5.0	18720	Office	89075.0	Parking	15164.0	0.0	85.0	4750799.0	65.03	47.61949	-122.35639
NonResidential	Small- and Mid-Sized Office	114	1.0	3.0	0	Office	90345.0	Parking	33380.0	15845.0	35.8	12029600.0	260.13	47.61472	-122.35566
NonResidential	Large Office	41	1.0	8.0	23630	Office	126648.0	Parking	23913.0	0.0	65.0	9343428.0	119.93	47.61732	-122.34791
NonResidential	Large Office	63	1.0	7.0	0	Office	274362.0	Office	0.0	0.0	82.0	16540550.0	147.82	47.61628	-122.33391
NonResidential	Large Office	33	1.0	15.0	116280	Office	270237.0	Parking	71602.0	0.0	85.0	17750994.0	246.83	47.61599	-122.34165
NonResidential	Large Office	53	1.0	11.0	0	Office	156414.0	Bar/Nightclub	10337.0	8208.0	83.0	11480494.0	346.62	47.61481	-122.33969
NonResidential	Other	35	1.0	33.0	0	Data Center	218997.0	Office	210409.0	0.0	98.0	274682208.0	1921.82	47.61438	-122.33871
NonResidential	Large Office	31	1.0	76.0	319400	Office	1680937.0	Parking	319368.0	0.0	86.0	92937640.0	882.56	47.60454	-122.33072
NonResidential	Large Office	35	1.0	19.0	89778	Office	312442.0	Parking	84800.0	18799.0	90.0	15878689.0	110.7	47.61418	-122.33485
NonResidential	Medical Office	91	1.0	18.0	28870	Medical Office	281598.0	Parking	27597.0	21519.0	68.0	22104512.0	582.28	47.6129	-122.33684
NonResidential	Retail Store	87	1.0	4.0	0	Retail Store	78920.0	Retail Store	0.0	0.0	80.0	8303666.5	109.85	47.61203	-122.33486
NonResidential	Large Office	37	1.0	7.0	87160	Office	120248.0	Retail Store	10853.0	0.0	93.0	5177270.5	109.16	47.61051	-122.34439
NonResidential	Other	17	1.0	0.0	0	Other-Mall	561684.0	Other-Entertainment/Public Assembly	100000.0	80000.0	49.0	46510960.0	324.25	47.61289	-122.33531
NonResidential	Mixed Use Property	108	1.0	4.0	0	Office	17120.0	Performing Arts	15300.0	13400.0	64.8	3686962.25	150.88	47.61505	-122.32
NonResidential	Large Office	108	1.0	10.0	0	Office	138257.0	Retail Store	0.0	0.0	97.0	3775187.5	133.8	47.61036	-122.34037
NonResidential	Retail Store	76	1.0	3.0	0	Retail Store	45000.0	Retail Store	0.0	0.0	59.0	2443141.5	27.82	47.60956	-122.33715
NonResidential	Retail Store	92	1.0	3.0	0	Retail Store	73563.0	Retail Store	0.0	0.0	39.0	7802205.5	54.4	47.60925	-122.33734
NonResidential	Small- and Mid-Sized Office	107	1.0	6.0	0	Office	44913.0	Restaurant	7044.0	0.0	57.0	2886141.5	20.12	47.60765	-122.34097
NonResidential	Large Office	46	1.0	29.0	0	Office	371450.0	Parking	65451.0	9295.0	43.0	36378588.0	426.39	47.60765	-122.3348
NonResidential	Large Office	87	1.0	27.0	13320	Office	182604.0	Parking	13320.0	6246.0	62.0	16246106.0	639.72	47.60769	-122.33544
NonResidential	Large Office	95	1.0	13.0	0	Office	151740.0	Other	12645.0	0.0	13.0	19036416.0	132.71	47.60741	-122.33565
NonResidential	Large Office	18	1.0	13.0	74481	Office	145491.0	Parking	70603.0	0.0	25.0	17074142.0	119.03	47.60582	-122.33464
NonResidential	Large Office	106	1.0	7.0	0	Office	95942.0	Retail Store	15523.0	182.0	91.0	4585070.5	41.8	47.60576	-122.33922
NonResidential	Small- and Mid-Sized Office	95	1.0	3.0	0	Office	50250.0	Office	0.0	0.0	89.0	1968655.125	13.72	47.60366	-122.33328
NonResidential	Large Office	105	1.0	17.0	0	Office	82053.0	Financial Office	6561.0	6333.0	75.0	6758565.5	169.06	47.60304	-122.33362
NonResidential	Large Office	35	1.0	42.0	201121	Office	983697.0	Parking	296815.0	12941.0	95.0	37980712.0	264.78	47.60573	-122.33028
NonResidential	Small- and Mid-Sized Office	92	1.0	4.0	0	Small- and Mid-Sized Office	62160.6	Small- and Mid-Sized Office	0.0	0.0	81.0	15907790.925	349.82	47.6038	-122.33293
NonResidential	Medical Office	28	1.0	5.0	99314	Medical Office	81873.0	Parking	67000.0	0.0	15.0	8523594.0	89.41	47.60663	-122.32157
NonResidential	University	100	1.0	2.0	0	College/University	60122.0	Parking	0.0	0.0	67.8	690529.5	9.31	47.6094	-122.31506
NonResidential	Small- and Mid-Sized Office	106	1.0	6.0	13700	Office	84481.0	Parking	8474.0	0.0	83.0	4052720.0	31.43	47.5981	-122.33369
NonResidential	Large Office	45	1.0	9.0	0	Office	204993.0	Office	0.0	0.0	79.0	15272491.0	390.67	47.6029	-122.32927
NonResidential	Large Office	18	1.0	8.0	124788	Office	343400.0	Parking	114237.0	0.0	96.0	13568148.0	94.59	47.59878	-122.33088
NonResidential	Other	77	1.0	2.0	0	Other	58500.0	Other	0.0	0.0	84.8	1594422.5	51.56	47.59273	-122.33455
NonResidential	Small- and Mid-Sized Office	109	1.0	6.0	0	Office	49473.0	Restaurant	10408.0	0.0	30.0	4353025.0	30.35	47.58958	-122.33369
NonResidential	Warehouse	56	1.0	1.0	0	Non-Refrigerated Warehouse	77800.0	Parking	0.0	0.0	83.0	2356376.75	73.58	47.58454	-122.3269
Nonresidential COS	Other	72	1.0	4.0	0	Other	50036.0	Office	49086.0	0.0	47.0	14469228.0	179.45	47.5829	-122.32417
NonResidential	Other	31	1.0	1.0	0	Other	60787.0	Office	13805.0	2408.0	72.2	6345009.5	89.94	47.58251	-122.32528
NonResidential	Warehouse	64	1.0	2.0	0	Non-Refrigerated Warehouse	101752.0	Office	8068.0	4270.0	63.2	3534690.75	111.23	47.57613	-122.33864
NonResidential	Other	46	1.0	1.0	0	Other	152511.0	Other	0.0	0.0	74.2	6673138.0	46.52	47.56301	-122.32564
NonResidential	Small- and Mid-Sized Office	66	1.0	1.0	0	Office	101278.0	Data Center	502.0	0.0	95.0	6235947.0	152.28	47.55695	-122.33176
NonResidential	Large Office	43	1.0	2.0	0	Office	141917.0	Parking	0.0	0.0	67.0	6843855.0	60.92	47.55238	-122.32762
NonResidential	Warehouse	50	1.0	1.0	0	Non-Refrigerated Warehouse	56900.0	Non-Refrigerated Warehouse	0.0	0.0	11.0	1951856.25	13.61	47.54923	-122.32446
NonResidential	Large Office	41	1.0	5.0	0	Office	245240.0	Parking	5616.0	5616.0	93.0	10775646.0	75.12	47.54699	-122.32882
NonResidential	Distribution Center	47	1.0	1.0	0	Distribution Center	71718.0	Distribution Center	0.0	0.0	100.0	151754.2969	1.06	47.54326	-122.33134
NonResidential	Warehouse	47	1.0	1.0	0	Non-Refrigerated Warehouse	34206.0	Office	21244.0	0.0	31.0	4345698.0	131.64	47.53628	-122.3329
NonResidential	Distribution Center	37	1.0	1.0	0	Distribution Center	55000.0	Distribution Center	0.0	0.0	32.0	2763597.0	89.53	47.52549	-122.33064
NonResidential	Retail Store	24	1.0	1.0	0	Retail Store	99471.0	Parking	0.0	0.0	81.0	7305474.0	158.55	47.52222	-122.36892
NonResidential	Other	14	1.0	6.0	272900	Parking	232685.0	Retail Store	63419.0	15757.0	84.4	8915523.0	119.92	47.66478	-122.29804
NonResidential	Supermarket/Grocery Store	53	1.0	1.0	0	Supermarket/Grocery Store	27382.0	Supermarket/Grocery Store	0.0	0.0	57.0	7439009.0	195.43	47.57903	-122.29982
NonResidential	Small- and Mid-Sized Office	87	1.0	3.0	0	Office	81526.0	Office	0.0	0.0	1.0	37951708.0	166.13	47.54103	-122.33766
NonResidential	Other	16	1.0	5.0	19820	Parking	321828.0	Retail Store	298043.0	5636.0	77.4	11077140.0	99.14	47.70911	-122.32529
NonResidential	Distribution Center	30	1.0	1.0	0	Distribution Center	288048.0	Non-Refrigerated Warehouse	83683.0	35760.0	43.0	15091579.0	455.39	47.56613	-122.33838
NonResidential	Mixed Use Property	114	1.0	4.0	0	Non-Refrigerated Warehouse	27283.0	Office	23277.0	6540.0	87.4	1141189.75	29.16	47.59937	-122.33116
NonResidential	Large Office	8	1.0	4.0	100176	Office	149081.0	Parking	76364.0	0.0	77.0	9683979.0	67.51	47.6252	-122.36737
